product,type,inches,ram,os,weight,price,screen,screenw,screenh,touchscreen,ipspanel,retina,cpu_brand,cpu_freq,cpu_model,primary_storage,secondary_storage,primary_storage_type,secondary_storage_type,gpu_brand,gpu_model,total_storage_gb,storage_type,cpu_generation,price_segment
15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,347,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,0,HDD,3th Gen,Low
Pixelbook (Core,Ultrabook,12.3,16,Chrome OS,1.1,2199,Standard,2400,1600,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615,0,SSD,Unknown,Premium
ThinkPad T470s,Ultrabook,14,24,Windows 10,1.32,2382,Standard,2560,1440,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
VivoBook Max,Notebook,15.6,4,Linux,2,559,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Low
IdeaPad 320-15AST,Notebook,17.3,8,Windows 10,2.8,519,Standard,1600,900,No,No,No,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,0,HDD,9th Gen,Low
Inspiron 5570,Notebook,15.6,4,Windows 10,2.2,749,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,0,SSD,8th Gen,Mid
ThinkPad X270,Ultrabook,12.5,8,Windows 10,1.36,1429,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,349,Full HD,1920,1080,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505,0,SSD,4th Gen,Low
Omen 15-AX205na,Gaming,15.6,8,Windows 10,2.2,1099,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Latitude 5480,Notebook,14,8,Windows 10,1.64,1179,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,7th Gen,High
Aspire ES1-572,Notebook,15.6,4,Linux,2.4,442,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
Precision 3520,Workstation,15.6,8,Windows 10,2.23,1993,Full HD,1920,1080,No,No,No,Intel,3,Xeon E3-1505M V6,64,1024,Flash Storage,HDD,Nvidia,Quadro M620,0,HDD,1th Gen,Premium
GV62 7RD-1686NL,Gaming,15.6,8,Windows 10,2.2,1028,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,High
Surface Laptop,Ultrabook,13.5,16,Windows 10 S,1.25,2589,Standard,2256,1504,Yes,No,No,Intel,2.5,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640,0,SSD,7th Gen,Premium
15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8,Windows 10,1.91,589,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Low
Precision 3520,Workstation,15.6,16,Windows 10,2.17,1975,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M620,0,SSD,6th Gen,Premium
ProBook 650,Workstation,15.6,8,Windows 10,2.31,1534,Full HD,1920,1080,No,Yes,No,Intel,2.9,Core i7 7820HQ,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
ThinkPad T470,Notebook,14,8,Windows 10,1.65,1345,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Inspiron 5570,Notebook,15.6,8,Windows 10,2.36,979,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,0,Mixed,8th Gen,Mid
Inspiron 3168,2 in 1 Convertible,11.6,4,Windows 10,1.47,479,Standard,1366,768,Yes,No,No,Intel,1.6,Pentium Quad Core N3710,500,0,HDD,No,Intel,HD Graphics 405,0,HDD,3th Gen,Low
Alienware 17,Notebook,17.3,8,Windows 10,4.42,2046,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,0,HDD,7th Gen,Premium
Surface Laptop,Ultrabook,13.5,4,Windows 10 S,1.252,989,Standard,2256,1504,Yes,No,No,Intel,2.2,Core M m3-7Y30,128,0,SSD,No,Intel,HD Graphics 615,0,SSD,Unknown,Mid
Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.25,1799,Standard,2256,1504,Yes,No,No,Intel,2.5,Core i7 7660U,256,0,SSD,No,Intel,Iris Plus Graphics 640,0,SSD,7th Gen,Premium
17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,Windows 10,2.5,640,Standard,1600,900,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,544,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,6th Gen,Low
TravelMate B,Netbook,11.6,4,Windows 10,1.4,435,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400,0,SSD,3th Gen,Low
Pro P2540UA-AB51,Notebook,15.6,8,Windows 10,2.37,749,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
IdeaPad 510s-14IKB,Notebook,14,8,No OS,1.5,799,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,AMD,Radeon R7 M460,0,SSD,7th Gen,Mid
Thinkpad P51,Notebook,15.6,8,Windows 10,2.67,2090,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Nvidia,Quadro M2200M,0,SSD,7th Gen,Premium
X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2,304,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 500,0,HDD,4th Gen,Low
Aspire 5,Notebook,15.6,4,Windows 10,2.2,469,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Nvidia,GeForce GTX 940MX,0,HDD,6th Gen,Low
Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,759,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,2048,0,HDD,No,AMD,Radeon 530,0,HDD,8th Gen,Mid
Omen 17-an006nv,Gaming,17.3,12,Windows 10,3.78,1699,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,0,HDD,7th Gen,Premium
Thinkpad T460s,Ultrabook,14,12,Windows 10,1.4,1858,Quad HD+,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.29,1999,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Premium
ZBook 15u,Notebook,15.6,8,Windows 10,1.9,1154,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,FirePro W4190M ,0,HDD,7th Gen,High
Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,1275,Standard,2400,1600,Yes,No,No,Intel,1.2,Core i5 7Y57,128,0,SSD,No,Intel,HD Graphics 615,0,SSD,Unknown,High
Latitude 7390,Ultrabook,13.3,8,Windows 10,1.42,1842,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Premium
ZenBook Pro,Notebook,15.6,12,Windows 10,2.06,1299,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Intel,HD Graphics 530,0,Mixed,6th Gen,High
Latitude E5470,Notebook,14,8,Windows 10,1.79,740,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
Precision M5520,Workstation,15.6,8,Windows 10,1.78,2408,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,0,SSD,7th Gen,Premium
Thinkpad T470,Notebook,14,8,Windows 10,1.7,1364,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,180,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Inspiron 3576,Notebook,15.6,8,Windows 10,2.2,675,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 520,0,HDD,8th Gen,Mid
Portege X30-D-10J,Notebook,13.3,8,Windows 10,1.05,1672,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,1262,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,8th Gen,High
Vostro 3568,Notebook,15.6,4,Windows 10,2.18,587,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
ProBook 430,Notebook,13.3,4,Windows 10,1.49,726,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Mid
"Lapbook 15,6",Notebook,15.6,4,Windows 10,1.89,249,Full HD,1920,1080,No,No,No,Intel,1.44,Atom x5-Z8350,64,0,Flash Storage,No,Intel,HD Graphics,0,Unknown,8th Gen,Low
ThinkPad E570,Notebook,15.6,4,Windows 10,2.3,565,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
ThinkPad E480,Notebook,14,8,Windows 10,1.75,1049,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
Precision 3520,Workstation,15.6,16,Windows 10,2.17,2338,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M620,0,SSD,6th Gen,Premium
XPS 15,Notebook,15.6,16,Windows 10,2.06,1899,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,Premium
Thinkpad X270,Ultrabook,12.5,16,Windows 10,1.36,1798,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Zenbook UX390UA,Ultrabook,12.5,16,Windows 10,0.91,1950,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,1012,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,7th Gen,High
Portege X30-D-10L,Ultrabook,13.3,32,Windows 10,1.05,2799,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
VivoBook Pro,Gaming,15.6,8,Windows 10,1.99,1350,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Aspire 5,Notebook,15.6,8,Windows 10,2.2,579,Standard,1366,768,No,No,No,AMD,2.5,A10-Series 9620P,1024,0,HDD,No,AMD,Radeon RX 540,0,HDD,9th Gen,Low
Rog G752VL-UH71T,Gaming,17.3,24,Windows 10,4.33,1269,Full HD,1920,1080,Yes,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 965M,0,Mixed,6th Gen,High
Thinkpad X260,Ultrabook,12.5,8,Windows 10,1.3,1099,Standard,1366,768,No,Yes,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Ideapad 520-15IKBR,Notebook,15.6,8,Windows 10,2.17,899,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Mid
EliteBook 840,Notebook,14,8,Windows 10,1.48,1749,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
ThinkPad 13,Notebook,13.3,8,Windows 10,1.4,949,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
ThinkPad L570,Notebook,15.6,8,Windows 10,2.3,911,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
VivoBook E201NA,Netbook,11.6,4,Windows 10 S,1.2,340,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,Windows 10,1.91,619,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon 520,0,SSD,7th Gen,Mid
Yoga 920-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,Premium
IdeaPad 320-14IAP,Notebook,14,4,Windows 10,2.1,299,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500,0,HDD,3th Gen,Low
Chromebook N23,Netbook,11.6,4,Chrome OS,1.25,265,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,SSD,No,Intel,HD Graphics 400,0,SSD,3th Gen,Low
ThinkPad 13,Notebook,13.3,8,Windows 10,1.44,949,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
ZenBook UX510UX-CN211T,Notebook,15.6,8,Windows 10,2,1224,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Intel,HD Graphics 620,0,Mixed,7th Gen,High
Aspire A515-51G-59QF,Notebook,15.6,4,Windows 10,2.2,613,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX150,0,HDD,8th Gen,Mid
Envy 13-AB002nv,Ultrabook,13.3,8,Windows 10,1.34,1323,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,1149,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,High
XPS 13,Ultrabook,13.3,8,Windows 10,1.29,899,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Aspire A515-51G,Notebook,15.6,4,Windows 10,2.2,639,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,7th Gen,Mid
Vostro 5568,Notebook,15.6,8,Windows 10,2.18,836,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Inspiron 5570,Notebook,15.6,16,Windows 10,2.2,1219,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,0,Mixed,8th Gen,High
Mi Notebook,Notebook,15.6,16,No OS,1.95,1400,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce MX150,0,SSD,8th Gen,High
VivoBook E12,Netbook,11.6,2,Windows 10,1.1,245,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2.04,521,Standard,1366,768,Yes,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,0,HDD,8th Gen,Low
ROG Zephyrus,Gaming,15.6,24,Windows 10,2.24,2968,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX1080,0,SSD,7th Gen,Premium
Probook 450,Notebook,15.6,8,Windows 10,2.04,889,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,7th Gen,Mid
FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,3,1504,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX1050 Ti,0,Mixed,7th Gen,Premium
Legion Y720-15IKB,Gaming,15.6,8,Windows 10,3.2,1399,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,High
Spectre X360,Ultrabook,13.3,8,Windows 10,1.32,1399,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Latitude 5480,Notebook,14,8,Windows 10,1.64,1280,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
ProBook 440,Notebook,15.6,4,Windows 10,1.63,689,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
Inspiron 5770,Notebook,17.3,8,Linux,2.8,889,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,0,Mixed,8th Gen,Mid
ThinkPad L470,Notebook,14,8,Windows 7,2.02,1340,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
IdeaPad 320-15IKB,Notebook,15.6,4,Windows 10,2.2,799,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 920MX,0,HDD,7th Gen,Mid
IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,459,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,2048,0,HDD,No,Nvidia,GeForce 920MX ,0,HDD,6th Gen,Low
Inspiron 3567,Notebook,15.6,4,Windows 10,2.3,585,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430,0,HDD,7th Gen,Low
Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1377,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Alienware 17,Gaming,17.3,16,Windows 10,4.42,3013,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
Satellite Pro,Notebook,15.6,8,Windows 10,2,860,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Zenbook UX510UW-FI095T,Notebook,15.6,8,Windows 10,2,1299,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Nvidia,GeForce GTX 960M,0,Mixed,7th Gen,High
SmartBook Edge,Notebook,13.3,4,Windows 10,1.2,369,Full HD,1920,1080,No,Yes,No,Intel,1.1,Celeron Quad Core N3450,32,0,SSD,No,Intel,HD Graphics 500,0,SSD,3th Gen,Low
ROG Strix,Gaming,15.6,8,Windows 10,2.3,1649,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Latitude 5580,Notebook,15.6,8,Windows 10,1.93,1369,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,7th Gen,High
Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,797,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,0,SSD,8th Gen,Mid
250 G6,Notebook,15.6,4,Windows 10,1.86,399,Full HD,1920,1080,No,No,No,Intel,1.6,Pentium Quad Core N3710,256,0,SSD,No,Intel,HD Graphics 405,0,SSD,3th Gen,Low
Omen 15-ce006nv,Gaming,17.3,12,Windows 10,2.62,1799,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,0,HDD,7th Gen,Premium
Thinkpad E470,Notebook,14,8,Windows 10,1.87,859,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,7th Gen,Mid
XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1399,Quad HD+,3200,1800,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,0,SSD,8th Gen,High
Vostro 5468,Notebook,14,4,Windows 10,1.6,736,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
Envy 13-AB020nr,Ultrabook,13.3,8,Windows 10,1.34,1145,Quad HD+,3200,1800,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Aspire 7,Gaming,15.6,8,Linux,2.4,798,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,Mid
VivoBook X540YA-XX519T,Notebook,15.6,4,Windows 10,2,349,Standard,1366,768,No,No,No,AMD,1.8,E-Series 7110,500,0,HDD,No,AMD,Radeon R2 Graphics,0,HDD,7th Gen,Low
ProBook 450,Notebook,15.6,4,Windows 10,2.1,706,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
ThinkPad E470,Notebook,14,4,Windows 10,1.87,785,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,No OS,2.15,462,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
250 G6,Notebook,15.6,4,Windows 10,1.86,397,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
ThinkPad T570,Notebook,15.6,8,Windows 10,1.99,1729,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,499,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Low
Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1117,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Alienware 17,Gaming,17.3,16,Windows 10,4.42,2699,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,Windows 10,2.65,544,Standard,1600,900,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
ProBook 470,Notebook,17.3,8,Windows 10,2.63,1280,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 930MX,0,HDD,7th Gen,High
A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,4,Linux,2,224,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500,0,HDD,3th Gen,Low
SmartBook 130,Notebook,13.3,4,Windows 10,1.35,255,Full HD,1920,1080,No,Yes,No,Intel,1.44,Atom x5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics,0,Unknown,8th Gen,Low
IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,949,Standard,1600,900,No,No,No,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,0,Mixed,7th Gen,Mid
15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6,Windows 10,1.91,569,Full HD,1920,1080,No,Yes,No,AMD,2.5,A10-Series A10-9620P,128,0,SSD,No,AMD,Radeon 530,0,SSD,9th Gen,Low
Vostro 3568,Notebook,15.6,4,Windows 10,2.18,618,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420,0,HDD,6th Gen,Mid
Spin SP111-31,2 in 1 Convertible,11.6,4,Windows 10,1.25,349,Full HD,1920,1080,Yes,Yes,No,Intel,2,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,630,Full HD,1920,1080,No,No,No,Intel,2.7,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
